roadNet-PA.mtx,16,1.0868,90.8003,117.007,127.163
roadNet-PA.mtx,32,2.04803,96.3673,117.064,239.751
roadNet-PA.mtx,64,4.17287,94.5934,106.718,445.318
cop20k_A.mtx,3,0.189702,83.0036,58.4547,11.089
cop20k_A.mtx,4,0.206557,101.641,66.3788,13.711
cop20k_A.mtx,8,0.28377,147.97,95.2392,27.026
cop20k_A.mtx,12,0.392816,160.34,114.486,44.972
cop20k_A.mtx,16,0.446653,188.018,128.928,57.586
cop20k_A.mtx,32,0.838486,200.31,142.993,119.898
cop20k_A.mtx,64,1.90972,175.897,122.851,234.612
mac_econ_fwd500.mtx,3,0.165347,46.2078,28.7637,4.756
mac_econ_fwd500.mtx,4,0.179661,56.7019,33.63,6.042
mac_econ_fwd500.mtx,8,0.254515,80.0511,51.1757,13.025
mac_econ_fwd500.mtx,12,0.327328,93.3661,74.8821,24.511
mac_econ_fwd500.mtx,16,0.336083,121.245,87.6122,29.445
mac_econ_fwd500.mtx,32,0.516288,157.852,121.126,62.536
mac_econ_fwd500.mtx,64,1.15593,141.006,104.414,120.696
cant.mtx,3,0.242528,99.1403,58.8798,14.28
cant.mtx,4,0.273914,117.041,68.6749,18.811
cant.mtx,8,0.38432,166.835,95.6078,36.744
cant.mtx,12,0.492032,195.469,110.257,54.25
cant.mtx,16,0.598742,214.176,121.48,72.735
cant.mtx,32,1.00071,256.291,145.46,145.563
cant.mtx,64,1.90526,269.226,156.755,298.658
webbase-1M.mtx,3,0.453354,41.1008,39.0755,17.715
webbase-1M.mtx,4,0.500285,49.6603,70.31,35.175
webbase-1M.mtx,8,0.691648,71.8408,74.5278,51.547
webbase-1M.mtx,12,0.897386,83.0556,83.2351,74.694
webbase-1M.mtx,16,1.07115,92.776,91.7237,98.25
webbase-1M.mtx,32,1.83779,108.149,105.199,193.333
webbase-1M.mtx,64,3.54168,112.237,133.037,471.173
thermal2.mtx,3,0.693754,74.2077,75.4893,52.371
thermal2.mtx,4,0.802835,85.5001,91.1532,73.181
thermal2.mtx,8,1.25594,109.309,119.011,149.47
thermal2.mtx,12,1.64532,125.159,140.177,230.636
thermal2.mtx,16,1.85183,148.269,165.344,306.19
thermal2.mtx,32,3.42091,160.525,185.428,634.331
thermal2.mtx,64,7.61803,144.169,167.57,1276.56
nlpkkt80.mtx,3,1.4143,121.776,61.9202,87.574
nlpkkt80.mtx,4,2.08706,110.029,70.6852,147.524
nlpkkt80.mtx,8,2.4418,188.088,119.105,290.832
nlpkkt80.mtx,12,3.20234,215.128,131.691,421.72
nlpkkt80.mtx,16,3.97452,231.11,140.793,559.582
nlpkkt80.mtx,32,7.50133,244.903,150.419,1128.34
nlpkkt80.mtx,64,16.1886,226.962,139.806,2263.27
PR02R.mtx,3,0.485638,101.126,57.5449,27.946
PR02R.mtx,4,0.550531,118.942,66.5121,36.617
PR02R.mtx,8,0.869658,150.591,82.6877,71.91
PR02R.mtx,12,1.21122,162.186,91.0204,110.246
PR02R.mtx,16,1.41226,185.465,104.194,147.149
PR02R.mtx,32,2.03987,256.805,157.255,320.781
PR02R.mtx,64,3.87731,270.212,171.64,665.502
af_1_k101.mtx,3,0.813802,129.398,69.1544,56.278
af_1_k101.mtx,4,0.918694,152.831,89.0525,81.812
af_1_k101.mtx,8,1.44796,193.936,125.551,181.793
af_1_k101.mtx,12,1.87261,224.935,146.702,274.716
af_1_k101.mtx,16,2.331,240.936,157.16,366.339
af_1_k101.mtx,32,4.23835,265.019,174.424,739.269
af_1_k101.mtx,64,8.07742,278.119,181.759,1468.14
ML_Laplace.mtx,3,1.3332,124.618,71.7201,95.617
ML_Laplace.mtx,4,1.43825,154.02,85.9607,123.633
ML_Laplace.mtx,8,2.12643,208.349,120.799,256.87
ML_Laplace.mtx,12,2.93358,226.535,133.93,392.894
ML_Laplace.mtx,16,3.66958,241.466,136.114,499.48
ML_Laplace.mtx,32,6.65196,266.411,152.5,1014.42
ML_Laplace.mtx,64,12.8281,276.293,171.644,2201.87
Cube_Coup_dt0.mtx,3,6.03346,126.501,74.9539,452.231
Cube_Coup_dt0.mtx,4,6.75124,150.735,87.3278,589.571
Cube_Coup_dt0.mtx,8,9.96304,204.285,122.513,1220.6
Cube_Coup_dt0.mtx,12,13.5891,224.661,133.478,1813.85
Cube_Coup_dt0.mtx,16,17.7225,229.685,136.36,2416.64
Cube_Coup_dt0.mtx,32,30.9755,262.827,194.315,6019
Cube_Coup_dt0.mtx,64,56.1441,290.01,179.563,10081.4
