af23560.mtx,64,0.375331,165.147,92.9579,34.89
thermomech_TK.mtx,3,0.524384,8.14164,6.87855,3.607
thermomech_TK.mtx,4,0.53241,10.6919,10.5332,5.608
thermomech_TK.mtx,8,0.585715,19.4377,18.1897,10.654
thermomech_TK.mtx,12,0.640771,26.6513,25.4319,16.296
thermomech_TK.mtx,16,0.680582,33.4564,31.3041,21.305
thermomech_TK.mtx,32,0.877834,51.8774,64.1283,56.294
thermomech_TK.mtx,64,1.34593,67.6703,85.5498,115.144
olafu.mtx,3,0.128467,47.4124,27.6024,3.546
olafu.mtx,4,0.132294,61.3877,35.5495,4.703
olafu.mtx,8,0.170422,95.3073,53.7605,9.162
olafu.mtx,12,0.212912,114.431,63.7775,13.579
olafu.mtx,16,0.251053,129.395,71.244,17.886
olafu.mtx,32,0.41481,156.626,89.7086,37.212
olafu.mtx,64,0.743136,174.854,102.327,76.043
FEM_3D_thermal1.mtx,3,0.110086,23.4765,11.709,1.289
FEM_3D_thermal1.mtx,4,0.110445,31.2004,15.7726,1.742
FEM_3D_thermal1.mtx,8,0.126883,54.3164,27.545,3.495
FEM_3D_thermal1.mtx,12,0.140797,73.4233,36.7125,5.169
FEM_3D_thermal1.mtx,16,0.155146,88.8435,44.3325,6.878
FEM_3D_thermal1.mtx,32,0.214045,128.792,71.7981,15.368
FEM_3D_thermal1.mtx,64,0.334243,164.954,94.5928,31.617
lung2.mtx,3,0.547053,5.40237,3.30681,1.809
lung2.mtx,4,0.554253,7.10959,6.93185,3.842
lung2.mtx,8,0.586806,13.4304,9.85333,5.782
lung2.mtx,12,0.620403,19.0546,14.1747,8.794
lung2.mtx,16,0.656333,24.0153,14.5764,9.567
lung2.mtx,32,0.787693,40.0208,30.2301,23.812
lung2.mtx,64,1.05725,59.6341,48.8872,51.686
dc1.mtx,,,,,
amazon0302.mtx,3,1.29876,5.70489,6.78265,8.809
amazon0302.mtx,4,1.32737,7.44257,10.7853,14.316
amazon0302.mtx,8,1.51978,13.0006,18.1217,27.541
amazon0302.mtx,12,1.53801,19.2697,29.5414,45.435
amazon0302.mtx,16,1.59301,24.8059,39.463,62.865
amazon0302.mtx,32,1.95787,40.3664,58.0963,113.745
amazon0302.mtx,64,2.74958,57.4867,74.419,204.621
roadNet-PA.mtx,3,5.38052,3.43885,5.31789,28.613
roadNet-PA.mtx,4,5.44652,4.52957,6.73329,36.673
roadNet-PA.mtx,8,5.82401,8.47195,11.6919,68.094
roadNet-PA.mtx,12,6.20212,11.9332,15.8119,98.067
roadNet-PA.mtx,16,6.58221,14.9922,19.2566,126.751
roadNet-PA.mtx,32,8.035,24.5629,29.6056,237.881
roadNet-PA.mtx,64,10.9897,35.9177,40.4877,444.949
cop20k_A.mtx,3,0.896893,17.5562,12.3805,11.104
cop20k_A.mtx,4,0.934486,22.4665,15.4031,14.394
cop20k_A.mtx,8,1.18751,35.3591,23.0086,27.323
cop20k_A.mtx,12,1.46709,42.9311,28.9218,42.431
cop20k_A.mtx,16,1.73369,48.4392,32.5843,56.491
cop20k_A.mtx,32,2.8682,58.5583,42.5573,122.063
cop20k_A.mtx,64,5.14605,65.2761,45.7663,235.516
mac_econ_fwd500.mtx,3,1.25675,6.07946,3.82814,4.811
mac_econ_fwd500.mtx,4,1.29202,7.88462,4.67175,6.036
mac_econ_fwd500.mtx,8,1.51925,13.4107,9.82521,14.927
mac_econ_fwd500.mtx,12,1.7778,17.1906,13.8947,24.702
mac_econ_fwd500.mtx,16,2.02915,20.0816,14.4125,29.245
mac_econ_fwd500.mtx,32,3.09348,26.3447,20.1094,62.208
mac_econ_fwd500.mtx,64,5.21845,31.2341,23.2345,121.248
cant.mtx,3,0.448214,53.6446,31.8598,14.28
